Sure, here is the data from the roadmap traceability table in comma-delimited (CSV) format.
3,3.1,3.1.1-N4,SP,NF,Secure Platform Services,Greenfield K8s Provisioning,"""The IDE installation process shall provision a new, dedicated K8s cluster and shall not deploy into a pre-existing, non-IDE K8s cluster.""",Test,"Sec 2.1.1",ConOps,,v0.1.0,complete
3,3.1,3.1.1-F2,SP,F,Secure Platform Services,SSO Identity Broker,"""The IDE shall provide a mandated shared service for Centralized Authentication and Authorization (SSO) that functions as an identity broker, connecting to a customer-provided Identity Provider (IdP).""",Test,"""Sec 2.1.2, 5.1""",ConOps,,v0.1.0,start
3,3.1,3.1.1-F2,SP,F,Secure Platform Services,SSO Identity Broker,"""The IDE shall provide a mandated shared service for Centralized Authentication and Authorization (SSO) that functions as an identity broker, connecting to a customer-provided Identity Provider (IdP).""",Test,"""Sec 2.1.2, 5.1""",ConOps,,v0.1.0,complete
3,3.1,3.1.1-F3,SP,F,Secure Platform Services,In-Cluster VM Management,"""The IDE shall provide a mandated shared service for 'In-Cluster VM Management' to orchestrate non-containerized workloads (e.g., legacy applications) as virtual machines within the cluster.""",Demonstrate,"Sec 2.1.2",ConOps,,v0.4.0,start
3,3.1,3.1.1-F3,SP,F,Secure Platform Services,In-Cluster VM Management,"""The IDE shall provide a mandated shared service for 'In-Cluster VM Management' to orchestrate non-containerized workloads (e.g., legacy applications) as virtual machines within the cluster.""",Demonstrate,"Sec 2.1.2",ConOps,,v0.4.0,complete
3,3.1,3.1.1-F4,SP,F,Secure Platform Services,Remote Application Streaming,"""The IDE shall provide a mandated shared service for 'Remote Application Access' to provide on-demand, streaming access to 'heavy client' applications via an end-user's web browser.""",Demonstrate,"""Sec 2.1.2, 5.3.1""",ConOps,,v1.1.0,start
3,3.1,3.1.1-F4,SP,F,Secure Platform Services,Remote Application Streaming,"""The IDE shall provide a mandated shared service for 'Remote Application Access' to provide on-demand, streaming access to 'heavy client' applications via an end-user's web browser.""",Demonstrate,"""Sec 2.1.2, 5.3.1""",ConOps,,v1.1.0,complete
3,3.1,3.1.1-F5,SP,F,Secure Platform Services,Service Mesh Capability,"""The IDE shall provide a mandated shared 'Service Mesh' that provides service discovery, policy-driven traffic management, observability, and enforces zero-trust security via mutually authenticated mTLS for all service-to-service communication.""",Test,"Sec 2.1.2",ConOps+SP,,v0.1.0,start
3,3.1,3.1.1-F5,SP,F,Secure Platform Services,Service Mesh Capability,"""The IDE shall provide a mandated shared 'Service Mesh' that provides service discovery, policy-driven traffic management, observability, and enforces zero-trust security via mutually authenticated mTLS for all service-to-service communication.""",Test,"Sec 2.1.2",ConOps+SP,,v0.1.0,complete
3,3.1,3.1.1-F6,SP,F,Secure Platform Services,Automated Backup Service,"""The IDE shall provide a mandated shared service for 'Backup and Recovery' that performs automated, policy-based backups of the platform state and customer data.""",Demonstrate,"Sec 2.1.2",ConOps,,v0.1.0,start
3,3.1,3.1.1-F6,SP,F,Secure Platform Services,Automated Backup Service,"""The IDE shall provide a mandated shared service for 'Backup and Recovery' that performs automated, policy-based backups of the platform state and customer data.""",Demonstrate,"Sec 2.1.2",ConOps,,v0.1.0,complete
3,3.1,3.1.1-F7,SP,F,Secure Platform Services,Disaster Recovery Restore Capability,"The IDE shall provide a 'full IDE System Restore' capability (Local Admin Tool) to restore the platform from an automated backup (as defined in Sec 5.4.3).",Test,"Sec 5.4.3",ConOps,,v1.0.0,start
3,3.1,3.1.1-F7,SP,F,Secure Platform Services,Disaster Recovery Restore Capability,"The IDE shall provide a 'full IDE System Restore' capability (Local Admin Tool) to restore the platform from an automated backup (as defined in Sec 5.4.3).",Test,"Sec 5.4.3",ConOps,,v1.0.0,complete
3,3.1,3.1.1-F8,SP,F,Secure Platform Services,Customer Application Deployment,"The IDE Secure Platform shall provide a capability for customers to deploy their own containerized applications ('Customer-Integrated Applications') alongside the IDE Capability Layer.",Demonstrate,"Sec 2.2.1",ConOps,,v1.0.0,start
3,3.1,3.1.1-F8,SP,F,Secure Platform Services,Customer Application Deployment,"The IDE Secure Platform shall provide a capability for customers to deploy their own containerized applications ('Customer-Integrated Applications') alongside the IDE Capability Layer.",Demonstrate,"Sec 2.2.1",ConOps,,v1.0.0,complete
3,3.1,3.1.1-F9,SP,F,Secure Platform Services,Customer Application Integration,"""The IDE Secure Platform shall enable 'Customer-Integrated Applications' to leverage Mandated Shared Services (e.g., AuthN/AuthZ, Logging, Service Mesh) via adherence to the published IDE Interface Control Document (ICD).""",Test,"Sec 2.2.1",ConOps,,v1.0.0,start
3,3.1,3.1.1-F9,SP,F,Secure Platform Services,Customer Application Integration,"""The IDE Secure Platform shall enable 'Customer-Integrated Applications' to leverage Mandated Shared Services (e.g., AuthN/AuthZ, Logging, Service Mesh) via adherence to the published IDE Interface Control Document (ICD).""",Test,"Sec 2.2.1",ConOps,,v1.0.0,complete
3,3.1,3.1.1-F10,SP,F,Secure Platform Services,ICD Publication,"""The IDE shall include a formal, version-controlled Interface Control Document (ICD) as a core product deliverable that defines the technical and security 'contract' for integrating customer applications.""",Inspection,"Sec 2.2.1",ConOps,,v1.0.0,start
3,3.1,3.1.1-F10,SP,F,Secure Platform Services,ICD Publication,"""The IDE shall include a formal, version-controlled Interface Control Document (ICD) as a core product deliverable that defines the technical and security 'contract' for integrating customer applications.""",Inspection,"Sec 2.2.1",ConOps,,v1.0.0,complete
3,3.1,3.1.1-F11,SP,F,Secure Platform Services,Secrets Service Provisioning,"""The IDE shall provide a mandated shared service for 'Centralized Secrets Management' to support the secure lifecycle (storage, distribution, rotation) of platform and application credentials.""",Demonstrate,"Sec 2.1.2",ConOps,,v0.1.0,start
3,3.1,3.1.1-F11,SP,F,Secure Platform Services,Secrets Service Provisioning,"""The IDE shall provide a mandated shared service for 'Centralized Secrets Management' to support the secure lifecycle (storage, distribution, rotation) of platform and application credentials.""",Demonstrate,"Sec 2.1.2",ConOps,,v0.1.0,complete
3,3.1,3.1.1-F12,SP,F,Secure Platform Services,Secrets Service Auditing,"The IDE shall integrate all 'Centralized Secrets Management' access and management actions with the 'Centralized Logging' service to ensure all actions are auditable.",Test,"Sec 2.1.2",ConOps,,v0.1.0,start
3,3.1,3.1.1-F12,SP,F,Secure Platform Services,Secrets Service Auditing,"The IDE shall integrate all 'Centralized Secrets Management' access and management actions with the 'Centralized Logging' service to ensure all actions are auditable.",Test,"Sec 2.1.2",ConOps,,v0.1.0,complete
3,3.1,3.1.1-F13,SP,F,Secure Platform Services,ICD Secrets Management API,"The IDE Interface Control Document (ICD) shall define the programmatic API for the 'Centralized Secrets Management' service to enable 'Customer-Integrated Applications' to securely access credentials.",Inspection,"Sec 2.2.1",ConOps,,v1.0.0,start
3,3.1,3.1.1-F13,SP,F,Secure Platform Services,ICD Secrets Management API,"The IDE Interface Control Document (ICD) shall define the programmatic API for the 'Centralized Secrets Management' service to enable 'Customer-Integrated Applications' to securely access credentials.",Inspection,"Sec 2.2.1",ConOps,,v1.0.0,complete
3,3.1,3.1.1-N5,SP,NF,Secure Platform Services,NIST Compliance Baseline,"The IDE 'Secure Platform' and 'IDE Capability Layer' components shall be hardened and configured to comply with NIST SP 800-53 (Rev 5) and NIST SP 800-171 controls.",Analysis,"""Sec 2.1, 4.1""",ConOps,,v0.1.0,start
3,3.1,3.1.1-N5,SP,NF,Secure Platform Services,NIST Compliance Baseline,"The IDE 'Secure Platform' and 'IDE Capability Layer' components shall be hardened and configured to comply with NIST SP 800-53 (Rev 5) and NIST SP 800-171 controls.",Analysis,"""Sec 2.1, 4.1""",ConOps,,v1.0.0,complete
3,3.1,3.1.1-N6,SP,NF,Secure Platform Services,cATO Maintenance,"""The IDE baseline shall be maintained under a formal Continuous Authorization to Operate (cATO) process, enabled by a provider-side DevSecOps pipeline and customer-side Continuous Monitoring (CONMON).""",Analysis,"""Sec 4.2, 4.2.1""",ConOps,,v0.1.0,start
3,3.1,3.1.1-N6,SP,NF,Secure Platform Services,cATO Maintenance,"""The IDE baseline shall be maintained under a formal Continuous Authorization to Operate (cATO) process, enabled by a provider-side DevSecOps pipeline and customer-side Continuous Monitoring (CONMON).""",Analysis,"""Sec 4.2, 4.2.1""",ConOps,,v1.0.0,complete
3,3.1,3.1.1-N7,SP,NF,Secure Platform Services,ATO Inheritance Package,"""The IDE shall provide a 'Cyber compliance evidence' package (Body of Evidence) to support customer ATO inheritance, including a system Software Bill of Materials (SBOM), security scan results, and the baseline System Security Plan (SSP).""",Inspection,"""Sec 2.4.1, 4.3.1""",ConOps,,v0.1.0,start
3,3.1,3.1.1-N7,SP,NF,Secure Platform Services,ATO Inheritance Package,"""The IDE shall provide a 'Cyber compliance evidence' package (Body of Evidence) to support customer ATO inheritance, including a system Software Bill of Materials (SBOM), security scan results, and the baseline System Security Plan (SSP).""",Inspection,"""Sec 2.4.1, 4.3.1""",ConOps,,v0.1.0,complete
3,3.1,3.1.1-N8,SP,NF,Secure Platform Services,Opinionated Stack Mandate,"""The IDE shall be delivered as a complete, 'opinionated stack'; deployment of the 'IDE Capability Layer' on a non-IDE platform shall not be supported.""",Analysis,"""Sec 2.1, 3.1.3""",ConOps,,v0.1.0,start
3,3.1,3.1.1-N8,SP,NF,Secure Platform Services,Opinionated Stack Mandate,"""The IDE shall be delivered as a complete, 'opinionated stack'; deployment of the 'IDE Capability Layer' on a non-IDE platform shall not be supported.""",Analysis,"""Sec 2.1, 3.1.3""",ConOps,,v0.1.0,complete
3,3.1,3.1.1-N9,SP,NF,Secure Platform Services,Unsupported Modification State,"""The IDE shall provide tools (e.g., Health Dashboard) to detect and report when an IDE Instance has been modified outside of 'IDE provided admin tools', which moves the instance to an 'unsupported' state.""",Analysis,"""Sec 3.1.4, 3.3.3""",ConOps,,v1.0.0,start
3,3.1,3.1.1-N9,SP,NF,Secure Platform Services,Unsupported Modification State,"""The IDE shall provide tools (e.g., Health Dashboard) to detect and report when an IDE Instance has been modified outside of 'IDE provided admin tools', which moves the instance to an 'unsupported' state.""",Analysis,"""Sec 3.1.4, 3.3.3""",ConOps,,v1.0.0,complete
3,3.1,3.1.1-N10,SP,NF,Secure Platform Services,Secrets Service FIPS Compliance,"The 'Centralized Secrets Management' service shall encrypt secrets at rest and in transit using FIPS-approved algorithms.",Analysis,"Sec 2.1.2",ConOps,,v0.1.0,start
3,3.1,3.1.1-N10,SP,NF,Secure Platform Services,Secrets Service FIPS Compliance,"The 'Centralized Secrets Management' service shall encrypt secrets at rest and in transit using FIPS-approved algorithms.",Analysis,"Sec 2.1.2",ConOps,,v1.0.0,complete
3,3.1,3.1.1-P1,SP,P,Secure Platform Services,Day 0 Provisioning Time,"""The IDE shall complete the 'Day 0 Provisioning' scenario (Scenario 5.1), from execution of the bootstrap command to operational readiness, in less than four (4) hours.""",Test,"""Sec 1.2, 5.1""",ConOps,,v0.1.0,start
3,3.1,3.1.1-P1,SP,P,Secure Platform Services,Day 0 Provisioning Time,"""The IDE shall complete the 'Day 0 Provisioning' scenario (Scenario 5.1), from execution of the bootstrap command to operational readiness, in less than four (4) hours.""",Test,"""Sec 1.2, 5.1""",ConOps,,v1.0.0,complete
3,3.1,3.1.1-P2,SP,P,Secure Platform Services,Patch Deployment Time,"""The IDE shall complete the 'Platform Patching and Upgrades' scenario (Scenario 5.2.2), from execution of the upgrade command to operational readiness, in under one (1) hour.""",Test,"""Sec 1.2, 5.2.2""",ConOps,,v0.1.0,start
3,3.1,3.1.1-P2,SP,P,Secure Platform Services,Patch Deployment Time,"""The IDE shall complete the 'Platform Patching and Upgrades' scenario (Scenario 5.2.2), from execution of the upgrade command to operational readiness, in under one (1) hour.""",Test,"""Sec 1.2, 5.2.2""",ConOps,,v1.0.0,complete
3,3.1,3.1.1-P3,SP,P,Secure Platform Services,Platform Availability,"The IDE 'Secure Platform' and its 'Mandated Shared Services' shall provide >= 99.99% availability.",Analysis,"Sec 4.5",ConOps+SP,,v0.1.0,start
3,3.1,3.1.1-P3,SP,P,Secure Platform Services,Platform Availability,"The IDE 'Secure Platform' and its 'Mandated Shared Services' shall provide >= 99.99% availability.",Analysis,"Sec 4.5",ConOps+SP,,v1.0.0,complete
3,3.1,3.1.1-P4,SP,P,Secure Platform Services,Data Recovery Point (RPO),"The 'Backup and Recovery' service shall provide an automated backup policy targeting a Recovery Point Objective (RPO) of <= 24 hours for all 'Customer Data' in platform-managed persistent volumes.",Analysis,"Sec 4.5",ConOps,,v0.1.0,start
3,3.1,3.1.1-P4,SP,P,Secure Platform Services,Data Recovery Point (RPO),"The 'Backup and Recovery' service shall provide an automated backup policy targeting a Recovery Point Objective (RPO) of <= 24 hours for all 'Customer Data' in platform-managed persistent volumes.",Analysis,"Sec 4.5",ConOps,,v1.0.0,complete
3,3.1,3.1.1-P5,SP,P,Secure Platform Services,System Recovery Time (RTO),"""The IDE shall provide a 'full IDE System Restore' capability (Scenario 5.4.3) that meets a Recovery Time Objective (RTO) of <= 4 hours, contingent on customer-provisioned infrastructure.""",Test,"""Sec 4.5, 5.4.3""",ConOps,,v1.0.0,start
3,3.1,3.1.1-P5,SP,P,Secure Platform Services,System Recovery Time (RTO),"""The IDE shall provide a 'full IDE System Restore' capability (Scenario 5.4.3) that meets a Recovery Time Objective (RTO) of <= 4 hours, contingent on customer-provisioned infrastructure.""",Test,"""Sec 4.5, 5.4.3""",ConOps,,v1.0.0,complete
3,3.1,3.1.1-P6,Factory,P,IDE Factory,Critical CVE Patch Release,"The IDE (via the IDE Factory) shall produce and publish a validated 'upgrade package' in response to a critical CVE within 48 hours of public disclosure.",Analysis,"""Sec 4.5, 5.2.2""",ConOps,,v0.1.0,start
3,3.1,3.1.1-P6,Factory,P,IDE Factory,Critical CVE Patch Release,"The IDE (via the IDE Factory) shall produce and publish a validated 'upgrade package' in response to a critical CVE within 48 hours of public disclosure.",Analysis,"""Sec 4.5, 5.2.2""",ConOps,,v1.0.0,complete
3,3.1,3.1.1-S1,SP,F,Secure Platform Services,Attribute-Based Access Control (ABAC),"""The IDE 'SSO Identity Broker' shall support enforcement of attribute-based access control (ABAC) policies (e.g., nationality, location) as provided by the customer Identity Provider (IdP).""",Test,"""Sec 2.1.2, 5.1""",SP,,v1.2.0,start
3,3.1,3.1.1-S1,SP,F,Secure Platform Services,Attribute-Based Access Control (ABAC),"""The IDE 'SSO Identity Broker' shall support enforcement of attribute-based access control (ABAC) policies (e.g., nationality, location) as provided by the customer Identity Provider (IdP).""",Test,"""Sec 2.1.2, 5.1""",SP,,v1.2.0,complete
3,3.1,3.1.1-S2,SP,NF,Secure Platform Services,Client Access Policy Enforcement,"""The IDE shall enforce client access policies, including session timeout (<= 20 minutes) and automated screen-saver activation, for all access to platform interfaces.""",Test,"Sec 4.1",SP,,v0.1.0,start
3,3.1,3.1.1-S2,SP,NF,Secure Platform Services,Client Access Policy Enforcement,"""The IDE shall enforce client access policies, including session timeout (<= 20 minutes) and automated screen-saver activation, for all access to platform interfaces.""",Test,"Sec 4.1",SP,,v1.0.0,complete
3,3.1,3.1.1-S3,SP,F,Secure Platform Services,Manufacturing Floor Integration,"The IDE Secure Platform shall provide secure communication channels to support integration with customer-designated manufacturing floor applications and IoT devices.",Test,"Sec 2.2.1",SP,,v1.0.0,start
3,3.1,3.1.1-S3,SP,F,Secure Platform Services,Manufacturing Floor Integration,"The IDE Secure Platform shall provide secure communication channels to support integration with customer-designated manufacturing floor applications and IoT devices.",Test,"Sec 2.2.1",SP,,v1.0.0,complete
3,3.1,3.1.1-S4,SP,F,Secure Platform Services,Data Storage Provisioning,"""The IDE Secure Platform shall provide repositories for structured (e.g., SQL) and unstructured (e.g., object) data storage for use by platform services and customer-integrated applications.""",Demonstrate,"Sec 2.1.2",SP,,v0.1.0,start
3,3.1,3.1.1-S4,SP,F,Secure Platform Services,Data Storage Provisioning,"""The IDE Secure Platform shall provide repositories for structured (e.g., SQL) and unstructured (e.g., object) data storage for use by platform services and customer-integrated applications.""",Demonstrate,"Sec 2.1.2",SP,,v0.1.0,complete
3,3.1,3.1.1-M1,SP,F,Secure Platform Services,IDE Decommissioning Tool,"""The IDE shall provide a 'Decommissioning Tool' (Local Admin Tool) to securely and completely remove an IDE instance, including the erasure of all platform and customer data in accordance with data destruction policies.""",Test,"ConOps GAP",Model,"ConOps GAP",N/A,not started
3,3.1,3.1.1-M2,SP,F,Secure Platform Services,Decommissioning Auditing,"""The IDE 'Decommissioning Tool' shall generate a non-repudiable audit log of all destruction activities and component erasure status, and ingest this log into the 'Centralized Logging' service.""",Test,"ConOps GAP",Model,"ConOps GAP",N/A,not started
3,3.1,3.1.1-M3,SP,F,Secure Platform Services,Decommissioning Guidance,"The IDE shall include documented guidance for the 'Decommissioning Tool' as part of the core product deliverable.",Inspection,"ConOps GAP",Model,"ConOps GAP",N/A,not started
U,U,U.U.1-F1,Factory,F,IDE Factory,Factory Configuration Portal,"The IDE Factory shall provide a web-based 'Configuration Portal' for customers to configure and procure new IDE Instances and updates.",Demonstrate,"Sec 2.4",ConOps,,v0.1.0,start
U,U,U.U.1-F1,Factory,F,IDE Factory,Factory Configuration Portal,"The IDE Factory shall provide a web-based 'Configuration Portal' for customers to configure and procure new IDE Instances and updates.",Demonstrate,"Sec 2.4",ConOps,,v0.1.0,complete
U,U,U.U.1-F2,Factory,F,IDE Factory,Portal Capability Selection,"""The 'Configuration Portal' shall allow a a customer to select their target K8s variant, and to add or remove 'IDE Capabilities' and 'AI Capability' from their deployment package.""",Demonstrate,"""Sec 2.4, 5.1""",ConOps,,v0.1.0,start
U,U,U.U.1-F2,Factory,F,IDE Factory,Portal Capability Selection,"""The 'Configuration Portal' shall allow a a customer to select their target K8s variant, and to add or remove 'IDE Capabilities' and 'AI Capability' from their deployment package.""",Demonstrate,"""Sec 2.4, 5.1""",ConOps,,v0.3.0,update
U,U,U.U.1-F2,Factory,F,IDE Factory,Portal Capability Selection,"""The 'Configuration Portal' shall allow a a customer to select their target K8s variant, and to add or remove 'IDE Capabilities' and 'AI Capability' from their deployment package.""",Demonstrate,"""Sec 2.4, 5.1""",ConOps,,v3.0,update
U,U,U.U.1-F2,Factory,F,IDE Factory,Portal Capability Selection,"""The 'Configuration Portal' shall allow a a customer to select their target K8s variant, and to add or remove 'IDE Capabilities' and 'AI Capability' from their deployment package.""",Demonstrate,"""Sec 2.4, 5.1""",ConOps,,v3.0,complete
U,U,U.U.1-F3,Factory,F,IDE Factory,Portal Resource Estimation,"""The 'Configuration Portal' shall provide recommended compute and storage requirements based on the customer's selected capabilities, including GPU enablement for AI.""",Demonstrate,"Sec 2.4",ConOps,,v0.1.0,start
U,U,U.U.1-F3,Factory,F,IDE Factory,Portal Resource Estimation,"""The 'Configuration Portal' shall provide recommended compute and storage requirements based on the customer's selected capabilities, including GPU enablement for AI.""",Demonstrate,"Sec 2.4",ConOps,,v3.0,update
U,U,U.U.1-F3,Factory,F,IDE Factory,Portal Resource Estimation,"""The 'Configuration Portal' shall provide recommended compute and storage requirements based on the customer's selected capabilities, including GPU enablement for AI.""",Demonstrate,"Sec 2.4",ConOps,,v3.0,complete
U,U,U.U.1-F4,Factory,F,IDE Factory,Factory Package Builder,"The IDE Factory shall provide a 'Package Builder' service that generates a 'site deployment package' based on a validated customer configuration.",Test,"Sec 2.4",ConOps,,v0.1.0,start
U,U,U.U.1-F4,Factory,F,IDE Factory,Factory Package Builder,"The IDE Factory shall provide a 'Package Builder' service that generates a 'site deployment package' based on a validated customer configuration.",Test,"Sec 2.4",ConOps,,v0.1.0,complete
U,U,U.U.1-F5,Factory,F,IDE Factory,Factory Compliance Generation,"""The IDE Factory shall automatically generate a 'Cyber compliance evidence' package, including a Software Bill of Materials (SBOM), for each 'site deployment package'.""",Inspection,"""Sec 2.4, 4.3.1""",ConOps,,v0.1.0,start
U,U,U.U.1-F5,Factory,F,IDE Factory,Factory Compliance Generation,"""The IDE Factory shall automatically generate a 'Cyber compliance evidence' package, including a Software Bill of Materials (SBOM), for each 'site deployment package'.""",Inspection,"""Sec 2.4, 4.3.1""",ConOps,,v0.1.0,complete
U,U,U.U.1-F6,Factory,F,IDE Factory,Factory Configuration Database,"""The IDE Factory shall maintain a 'Configuration Database' as the authoritative source for all package configurations, metadata, and SBOMs.""",Inspection,"Sec 2.4",ConOps,,v0.1.0,start
U,U,U.U.1-F6,Factory,F,IDE Factory,Factory Configuration Database,"""The IDE Factory shall maintain a 'Configuration Database' as the authoritative source for all package configurations, metadata, and SBOMs.""",Inspection,"Sec 2.4",ConOps,,v0.1.0,complete
U,U,U.U.1-F7,Factory,F,IDE Factory,Factory Enterprise Repository,"""The IDE Factory shall publish the final, signed 'site deployment package' and 'Cyber compliance evidence' to an 'Enterprise Repository' for customer download.""",Demonstrate,"""Sec 2.4, 5.1""",ConOps,,v0.1.0,start
U,U,U.U.1-F7,Factory,F,IDE Factory,Factory Enterprise Repository,"""The IDE Factory shall publish the final, signed 'site deployment package' and 'Cyber compliance evidence' to an 'Enterprise Repository' for customer download.""",Demonstrate,"""Sec 2.4, 5.1""",ConOps,,v0.1.0,complete
U,U,U.U.2-N1,Factory,NF,IDE Factory,Offline Deployment Package,"""The 'site deployment package' shall be a comprehensive, self-contained offline package suitable for air-gapped environment deployment.""",Inspection,"""Sec 2.4.1, 5.1""",ConOps,,v0.1.0,start
U,U,U.U.2-N1,Factory,NF,IDE Factory,Offline Deployment Package,"""The 'site deployment package' shall be a comprehensive, self-contained offline package suitable for air-gapped environment deployment.""",Inspection,"""Sec 2.4.1, 5.1""",ConOps,,v0.1.0,complete
U,U,U.U.2-F1,Factory,F,IDE Factory,Deployment Package Contents,"""The 'site deployment package' shall include all: Secure Platform (SP) binaries, IDE Capability 'gold' images, installation/update scripts, post-installation test scripts, user/admin documentation, 'Cyber Compliance Evidence', and 'Local Admin Tools'.""",Inspection,"Sec 2.4.1",ConOps,,v0.1.0,start
U,U,U.U.2-F1,Factory,F,IDE Factory,Deployment Package Contents,"""The 'site deployment package' shall include all: Secure Platform (SP) binaries, IDE Capability 'gold' images, installation/update scripts, post-installation test scripts, user/admin documentation, 'Cyber Compliance Evidence', and 'Local Admin Tools'.""",Inspection,"Sec 2.4.1",ConOps,,v1.0.0,update
U,U,U.U.2-F1,Factory,F,IDE Factory,Deployment Package Contents,"""The 'site deployment package' shall include all: Secure Platform (SP) binaries, IDE Capability 'gold' images, installation/update scripts, post-installation test scripts, user/admin documentation, 'Cyber Compliance Evidence', and 'Local Admin Tools'.""",Inspection,"Sec 2.4.1",ConOps,,v1.0.0,complete
U,U,U.U.3-F1,Factory,F,System Migration,Migration Pre-Validation Tool,"""The IDE shall provide a 'pre-validation' tool to inspect source (legacy) and destination (IDE) environments to evaluate migration effects on systems, applications, and data integrity.""",Demonstrate,"Sec 5.1.2",ConOps,,v1.0.0,start
U,U,U.U.3-F1,Factory,F,System Migration,Migration Pre-Validation Tool,"""The IDE shall provide a 'pre-validation' tool to inspect source (legacy) and destination (IDE) environments to evaluate migration effects on systems, applications, and data integrity.""",Demonstrate,"Sec 5.1.2",ConOps,,v1.0.0,complete
U,U,U.U.3-F2,Factory,F,System Migration,Migration Utility,"""The IDE shall provide an 'IDE Migration Utility' with a guided interface to connect to a backup source, map legacy data to IDE-hosted applications, and execute the data transfer.""",Demonstrate,"Sec 5.1.2",ConOps,,v1.0.0,start
U,U,U.U.3-F2,Factory,F,System Migration,Migration Utility,"""The IDE shall provide an 'IDE Migration Utility' with a guided interface to connect to a backup source, map legacy data to IDE-hosted applications, and execute the data transfer.""",Demonstrate,"Sec 5.1.2",ConOps,,v1.0.0,complete
U,U,U.U.3-F3,Factory,F,System Migration,Migration Post-Validation Tool,"The IDE shall provide post-migration validation tools and checklists to ensure all systems and applications are functioning as expected and no data loss has occurred.",Test,"Sec 5.1.2",ConOps,,v1.0.0,start
U,U,U.U.3-F3,Factory,F,System Migration,Migration Post-Validation Tool,"The IDE shall provide post-migration validation tools and checklists to ensure all systems and applications are functioning as expected and no data loss has occurred.",Test,"Sec 5.1.2",ConOps,,v1.0.0,complete
U,U,U.U.3-F4,Factory,F,System Migration,Migration Auditing,"""The IDE shall maintain auditable logs, ingested by the 'Centralized Logging' service, of all migration and upgrade activities.""",Test,"Sec 5.1.2",ConOps,,v1.0.0,start
U,U,U.U.3-F4,Factory,F,System Migration,Migration Auditing,"""The IDE shall maintain auditable logs, ingested by the 'Centralized Logging' service, of all migration and upgrade activities.""",Test,"Sec 5.1.2",ConOps,,v1.0.0,complete