Level 1 ID,Level 2 ID,Level 3 ID,Component,L3 Requirement Type,Capability,Level 3 Requirement name,Level 3 Requirement text,Verification Method,IDE Conops Section References,Source,Action taken,Notes
3,3.1,3.1.1-N3,SP,NF,Secure Platform Services,Cloud K8s Support,"The IDE platform shall support automated deployment on specified managed Kubernetes services (e.g., EKS, OpenShift) on cloud environments.",Test,Sec 2.1.1,ConOps,None,
3,3.1,3.1.1-N4,SP,NF,Secure Platform Services,Greenfield K8s Provisioning,"The IDE installation process shall provision a new, dedicated K8s cluster and shall not deploy into a pre-existing, non-IDE K8s cluster.",Test,Sec 2.1.1,ConOps,None,
3,3.1,3.1.1-F2,SP,F,Secure Platform Services,SSO Identity Broker,"The IDE shall provide a mandated shared service for Centralized Authentication and Authorization (SSO) that functions as an identity broker, connecting to a customer-provided Identity Provider (IdP).",Test,"Sec 2.1.2, 5.1.1",4.3 ConOps,Updated,
3,3.1,3.1.1-F3,SP,F,Secure Platform Services,In-Cluster VM Management,The IDE shall provide a mandated shared service for 'In-Cluster VM Management' to orchestrate non-containerized workloads as virtual machines within the cluster.,Demonstrate,Sec 2.1.2,4.3 ConOps,Updated,
3,3.1,3.1.1-F4,SP,F,Secure Platform Services,Remote Application Streaming,"The IDE shall provide a mandated shared service for 'Remote Application Access' to provide on-demand, streaming access to non-web based 'traditional'  applications via an end-user's web browser.",Test,"Sec 2.1.2, 5.3.1",4.4 ConOps,Updated,
3,3.1,3.1.1-P7,SP,P,Secure Platform Services,Remote Application Streaming Performance,The mandated shared service for 'Remote Application Access' shall render at minimum 30 frames per second with less than 100ms input latency.,Test,"Sec 2.1.2, 5.3.1",4.4 ConOps,Added,
3,3.1,3.1.1-F5,SP,F,Secure Platform Services,Service Mesh (Discovery),The IDE shall provide a mandated shared 'Service Mesh' that provides service discovery.,Test,Sec 2.1.2,4.3 ConOps,Updated,
3,3.1,3.1.1-F6,SP,F,Secure Platform Services,Automated Backup Service,"The IDE shall provide a mandated shared service for 'Backup and Recovery' that performs automated, policy-based backups of the platform state and customer data.",Demonstrate,Sec 2.1.2,ConOps,None,
3,3.1,3.1.1-F7,SP,F,Secure Platform Services,Disaster Recovery Restore Capability,"The IDE shall provide a 'full IDE System Restore' capability to restore the platform from an automated backup, as defined in Scenario 5.4.3.",Test,Sec 5.4.3,4.3 ConOps,Updated,
3,3.1,3.1.1-F8,SP,F,Secure Platform Services,Customer Application Deployment,The IDE Secure Platform shall instantiate customer-provided container images upon validation of the deployment manifest.,Demonstrate,Sec 2.2.1,4.4 ConOps,Updated,
3,3.1,3.1.1-F9,SP,F,Secure Platform Services,Customer Application Integration,The IDE Secure Platform shall enable 'Customer-Integrated Applications' to leverage Mandated Shared Services via adherence to the published IDE Interface Control Document (ICD).,Test,Sec 2.2.1,4.3 ConOps,Updated,
3,3.1,3.1.1-F10,SP,F,Secure Platform Services,ICD Publication,"The IDE shall include a formal, version-controlled Interface Control Document (ICD) as a core product deliverable that defines the technical and security 'contract' for integrating customer applications.",Inspection,Sec 2.2.1,ConOps,None,
3,3.1,3.1.1-F11,SP,F,Secure Platform Services,Secrets Service (Storage),The IDE shall provide a mandated shared service for 'Centralized Secrets Management' to support the secure storage of platform and application credentials.,Demonstrate,Sec 2.1.2,4.3 ConOps,Updated,
3,3.1,3.1.1-F12,SP,F,Secure Platform Services,Secrets Service Auditing,The IDE shall integrate all 'Centralized Secrets Management' access and management actions with the 'Centralized Logging' service to ensure all actions are auditable.,Test,Sec 2.1.2,ConOps,None,
3,3.1,3.1.1-F13,SP,F,Secure Platform Services,ICD Secrets Management API,The IDE Interface Control Document (ICD) shall define the programmatic API for the 'Centralized Secrets Management' service to enable 'Customer-Integrated Applications' to securely access credentials.,Inspection,Sec 2.2.1,ConOps,None,
3,3.1,3.1.1-F14,SP,F,Secure Platform Services,Service Mesh (Traffic Mgt),The mandated shared 'Service Mesh' shall provide policy-driven traffic management.,Test,Sec 2.1.2,4.3 ConOps,Added,
3,3.1,3.1.1-F15,SP,F,Secure Platform Services,Service Mesh (mTLS),The mandated shared 'Service Mesh' shall enforce zero-trust security via mutually authenticated mTLS for all service-to-service communication.,Test,Sec 2.1.2,4.3 ConOps,Added,
3,3.1,3.1.1-F16,SP,F,Secure Platform Services,Secrets Service (Distribution),The mandated shared service for 'Centralized Secrets Management' shall support the secure distribution of platform and application credentials.,Demonstrate,Sec 2.1.2,4.3 ConOps,Added,
3,3.1,3.1.1-F17,SP,F,Secure Platform Services,Secrets Service (Rotation),The mandated shared service for 'Centralized Secrets Management' shall support the secure rotation of platform and application credentials.,Demonstrate,Sec 2.1.2,4.3 ConOps,Added,
3,3.1,3.1.1-N5,SP,NF,Secure Platform Services,NIST 800-53 Hardening,The IDE 'Secure Platform' and 'IDE Capability Layer' components shall be hardened to comply with NIST SP 800-53 (Rev 5).,Analysis,"Sec 2.1, 4.1",4.4 ConOps,Delete,
3,3.1,3.1.1-N6,SP,NF,Secure Platform Services,cATO Maintenance,"The IDE baseline shall be maintained under a formal Continuous Authorization to Operate (cATO) process, enabled by a provider-side DevSecOps pipeline and customer-side Continuous Monitoring (CONMON).",Analysis,"Sec 4.2, 4.2.1",ConOps,None,
3,3.1,3.1.1-N7,SP,NF,Secure Platform Services,ATO Inheritance Package (BoE),The IDE shall provide a 'Cyber compliance evidence' package (Body of Evidence) to support customer ATO inheritance.,Inspection,"Sec 2.4.1, 4.3.1",4.3 ConOps,Updated,
3,3.1,3.1.1-N8,SP,NF,Secure Platform Services,Opinionated Stack Mandate,"The IDE shall be delivered as a complete, 'opinionated stack'; deployment of the 'IDE Capability Layer' on a non-IDE platform shall not be supported.",Analysis,"Sec 2.1, 3.1.3",ConOps,None,
3,3.1,3.1.1-N9,SP,NF,Secure Platform Services,Unsupported Modification State,"The IDE shall provide tools (e.g., Health Dashboard) to detect and report when an IDE Instance has been modified outside of 'IDE provided admin tools', which moves the instance to an 'unsupported' state.",Analysis,"Sec 3.1.4, 3.3.3",ConOps,None,
3,3.1,3.1.1-N10,SP,NF,Secure Platform Services,Secrets Service FIPS Compliance,The 'Centralized Secrets Management' service shall encrypt secrets at rest and in transit using FIPS-approved algorithms.,Analysis,Sec 2.1.2,ConOps,None,
3,3.1,3.1.1-N11,SP,NF,Secure Platform Services,ATO Inheritance Package (SBOM),The IDE Factory shall generate a machine-readable Software Bill of Materials (SBOM) in SPDX or CycloneDX format for every deployment package.,Inspection,"Sec 2.4.1, 4.3.1",4.4 ConOps,Updated,
3,3.1,3.1.1-N12,SP,NF,Secure Platform Services,ATO Inheritance Package (Scans),"The 'Cyber compliance evidence' package shall include security scan results (SAST, DAST, container scans).",Inspection,"Sec 2.4.1, 4.3.1",4.3 ConOps,Added,
3,3.1,3.1.1-N13,SP,NF,Secure Platform Services,ATO Inheritance Package (SSP),The 'Cyber compliance evidence' package shall include the baseline System Security Plan (SSP) and control mappings.,Inspection,"Sec 2.4.1, 4.3.1",4.3 ConOps,Added,
3,3.1,3.1.1-N14,SP,NF,Secure Platform Services,NIST 800-53 Configuration,The IDE 'Secure Platform' and 'IDE Capability Layer' components shall be configured to comply with NIST SP 800-53 (Rev 5).,Analysis,"Sec 2.1, 4.1",4.4 ConOps,Delete,
3,3.1,3.1.1-N15,SP,NF,Secure Platform Services,NIST 800-171 Hardening,The IDE 'Secure Platform' and 'IDE Capability Layer' components shall be hardened to comply with NIST SP 800-171 controls.,Analysis,"Sec 2.1, 4.1",4.4 ConOps,Delete,
3,3.1,3.1.1-N16,SP,NF,Secure Platform Services,NIST 800-171 Configuration,The IDE 'Secure Platform' and 'IDE Capability Layer' components shall be configured to comply with NIST SP 800-171 controls.,Analysis,"Sec 2.1, 4.1",4.4 ConOps,Delete,
3,3.1,3.1.1-P1,SP,P,Secure Platform Services,Day 0 Provisioning Time,"The IDE shall complete the 'Day 0 Provisioning' scenario (Scenario 5.1.1), from execution of the bootstrap command to operational readiness, in less than four (4) hours.",Test,"Sec 1.2, 5.1.1",4.3 ConOps,Updated,
3,3.1,3.1.1-P2,SP,P,Secure Platform Services,Patch Deployment Time,"The IDE shall complete the 'Platform Patching and Upgrades' scenario (Scenario 5.2.2), from execution of the upgrade command to operational readiness, in under one (1) hour.",Test,"Sec 1.2, 4.5, 5.2.2",4.3 ConOps,Updated,
3,3.1,3.1.1-P3,SP,P,Secure Platform Services,Platform Availability,The IDE 'Secure Platform' and its 'Mandated Shared Services' shall provide >= 99.99% availability.,Analysis,Sec 4.5,ConOps+SP,None,
3,3.1,3.1.1-P4,SP,P,Secure Platform Services,Data Recovery Point (RPO),The 'Backup and Recovery' service shall provide an automated backup policy targeting a Recovery Point Objective (RPO) of <= 24 hours for all 'Customer Data' in platform-managed persistent volumes.,Analysis,Sec 4.5,ConOps,None,
3,3.1,3.1.1-P5,SP,P,Secure Platform Services,System Recovery Time (RTO),"The IDE shall provide a 'full IDE System Restore' capability that meets a Recovery Time Objective (RTO) of <= 4 hours (TBR), contingent on customer-provisioned infrastructure meeting mininum infrastructure requirements.",Test,"Sec 4.5, 5.4.3",4.4 ConOps,Updated,
3,3.1,3.1.1-P6,Factory,P,IDE Factory,Critical CVE Patch Release,The IDE (via the IDE Factory) shall produce and publish a validated 'upgrade package' in response to a critical CVE within 48 hours of public disclosure.,Analysis,"Sec 4.5, 5.2.2",ConOps,None,
3,3.1,3.1.1-M1,SP,F,Secure Platform Services,IDE Decommissioning Script,The IDE shall provide a 'destroy IDE script' to securely remove an IDE instance and all associated resources.,Test,Sec 5.5,ConOps+Model,Updated,
3,3.1,3.1.1-M2,SP,F,Secure Platform Services,Decommissioning Auditing,The IDE 'destroy IDE script' shall generate a 'Data Destruction Certificate' (audit log) of all destruction activities and component erasure status.,Test,Sec 5.5,4.3 ConOps,Updated,
3,3.1,3.1.1-M3,SP,F,Secure Platform Services,Decommissioning Guidance,The IDE shall include documented guidance for the 'destroy IDE script' as part of the core product deliverable.,Inspection,"Sec 2.4.1, 5.5",4.3 ConOps,Updated,
3,3.1,3.1.1-M4,SP,F,Secure Platform Services,IDE Decommissioning Erasure,The 'destroy IDE script' shall perform cryptographic erasure of all associated persistent volumes.,Test,Sec 5.5,4.3 ConOps,Added,
3,3.1,3.1.1-M5,SP,F,Secure Platform Services,Structured Data Storage,"The IDE Secure Platform shall provide a mandated shared service for structured data storage (e.g., SQL-compatible).",Demonstrate,Sec 2.1.2,Model,Add - New from Modeled,Delete - Not an IDE service
3,3.1,3.1.1-M6,SP,F,Secure Platform Services,Unstructured Data Storage,"The IDE Secure Platform shall provide a mandated shared service for unstructured data storage (e.g., object storage).",Demonstrate,Sec 2.1.2,Model,Add - New from Modeled,Delete - Not an IDE service
U,U,U.U.1-F1,Factory,F,IDE Factory,Factory Configuration Portal,The IDE Factory shall provide a web-based 'Configuration Portal' for customers to configure and procure new IDE Instances and updates.,Demonstrate,Sec 2.4,ConOps,None,
U,U,U.U.1-F2,Factory,F,IDE Factory,Portal K8s Selection,The 'Configuration Portal' shall allow a customer to select their target K8s variant.,Demonstrate,"Sec 2.4, 5.1.1",4.3 ConOps,Updated,
U,U,U.U.1-F3,Factory,F,IDE Factory,Portal Resource Estimation,"The IDE Factory shall calculate and display the minimum CPU, RAM, and Storage resources required for the selected configuration.",Test,Sec 2.4,4.4 ConOps,Updated,
U,U,U.U.1-F4,Factory,F,IDE Factory,Factory Package Builder,The IDE Factory shall provide a 'Package Builder' service that generates a 'site deployment package' based on a validated customer configuration.,Test,Sec 2.4,ConOps,None,
U,U,U.U.1-F5,Factory,F,IDE Factory,Factory Compliance Generation,The IDE Factory shall automatically generate a 'Cyber compliance evidence' package for each 'site deployment package'.,Inspection,"Sec 2.4, 4.3.1",4.3 ConOps,Updated,
U,U,U.U.1-F6,Factory,F,IDE Factory,Factory Configuration Database,"The IDE Factory shall maintain a 'Configuration Database' as the authoritative source for all package configurations, metadata, and SBOMs.",Inspection,Sec 2.4,ConOps,None,
U,U,U.U.1-F7,Factory,F,IDE Factory,Factory Repo (Package),"The IDE Factory shall publish the final, signed 'site deployment package' to an 'Enterprise Repository' for customer download.",Demonstrate,"Sec 2.4, 5.1.1",4.3 ConOps,Updated,
U,U,U.U.1-F8,Factory,F,IDE Factory,Portal Add IDE Capability,The 'Configuration Portal' shall allow a customer to add 'IDE Capabilities' to their deployment package.,Demonstrate,"Sec 2.4, 5.1.1",4.3 ConOps,Added,
U,U,U.U.1-F9,Factory,F,IDE Factory,Portal Remove IDE Capability,The 'Configuration Portal' shall allow a customer to remove 'IDE Capabilities' from their deployment package.,Demonstrate,"Sec 2.4, 5.1.1",4.3 ConOps,Added,
U,U,U.U.1-F10,Factory,F,IDE Factory,Portal Add AI Capability,The 'Configuration Portal' shall allow a customer to add 'AI Capability' to their deployment package.,Demonstrate,"Sec 2.4, 5.1.1",4.3 ConOps,Added,
U,U,U.U.1-F11,Factory,F,IDE Factory,Portal Remove AI Capability,The 'Configuration Portal' shall allow a customer to remove 'AI Capability' from their deployment package.,Demonstrate,"Sec 2.4, 5.1.1",4.3 ConOps,Added,
U,U,U.U.1-F12,Factory,F,IDE Factory,Factory Repo (Evidence),"The IDE Factory shall publish the final, signed 'Cyber compliance evidence' to an 'Enterprise Repository' for customer download.",Demonstrate,"Sec 2.4, 5.1.1",4.3 ConOps,Added,
U,U,U.U.1-F13,Factory,F,IDE Factory,Factory Customer Service,The IDE Factory shall provide a web-based 'Customer Service Portal' for customers to submit feedback and support tickets.,Demonstrate,"Sec 2.4, 5.1.1",4.4 ConOps,Added,
U,U,U.U.1-M1,Factory,F,IDE Factory,Portal Interface for Environment Setup,"The 'Configuration Portal' shall provide a user-friendly interface for environment setup, configuration, and deployment of IDE instances.",Demonstrate,Sec 2.4,ConOps+Model,Updated,
U,U,U.U.2-N1,Factory,NF,IDE Factory,Offline Deployment Package,"The 'site deployment package' shall be a comprehensive, self-contained offline package suitable for air-gapped environment deployment.",Inspection,"Sec 2.4.1, 5.1.1",4.3 ConOps,Updated,
U,U,U.U.2-F1,Factory,F,IDE Factory,Package Content: SP Binaries,The 'site deployment package' shall include the Secure Platform (SP) binaries.,Inspection,Sec 2.4.1,4.3 ConOps,Updated,
U,U,U.U.2-F2,Factory,F,IDE Factory,Package Content: Capability Images,The 'site deployment package' shall include the IDE Capability 'gold' container images.,Inspection,Sec 2.4.1,4.3 ConOps,Added,
U,U,U.U.2-F3,Factory,F,IDE Factory,Package Content: Install Scripts,The 'site deployment package' shall include the installation and update scripts.,Inspection,Sec 2.4.1,4.3 ConOps,Added,
U,U,U.U.2-F4,Factory,F,IDE Factory,Package Content: Test Scripts,The 'site deployment package' shall include the post-installation test scripts.,Inspection,Sec 2.4.1,4.3 ConOps,Added,
U,U,U.U.2-F5,Factory,F,IDE Factory,Package Content: Documentation,The 'site deployment package' shall include user and administrator documentation.,Inspection,Sec 2.4.1,4.3 ConOps,Added,
U,U,U.U.2-F6,Factory,F,IDE Factory,Package Content: Compliance Evidence,The 'site deployment package' shall include the 'Cyber Compliance Evidence'.,Inspection,Sec 2.4.1,4.3 ConOps,Added,
U,U,U.U.2-F7,Factory,F,IDE Factory,Package Content: Admin Tools,The 'site deployment package' shall include the 'Local Admin Tools'.,Inspection,Sec 2.4.1,4.3 ConOps,Added,
U,U,U.U.3-F1,Factory,F,System Migration,Migration Pre-Validation (Source),"The IDE shall provide a 'pre-validation' tool to inspect source (legacy) environments to evaluate migration effects on systems, applications, and data integrity.",Demonstrate,Sec 5.1.2,4.3 ConOps,Updated,
U,U,U.U.3-F2,Factory,F,System Migration,Migration Utility (Connect),The IDE shall provide an 'IDE Migration Utility' with a guided interface to connect to a backup source.,Demonstrate,Sec 5.1.2,4.3 ConOps,Updated,
U,U,U.U.3-F3,Factory,F,System Migration,Migration Post-Validation Tools,The IDE shall provide post-migration validation tools to ensure all systems and applications are functioning as expected and no data loss has occurred.,Test,Sec 5.1.2,4.3 ConOps,Updated,
U,U,U.U.3-F4,Factory,F,System Migration,Migration Auditing,"The IDE shall maintain auditable logs, ingested by the 'Centralized Logging' service, of all migration and upgrade activities.",Test,Sec 5.1.2,ConOps,None,
U,U,U.U.3-F5,Factory,F,System Migration,Migration Pre-Validation (Dest),"The IDE shall provide a 'pre-validation' tool to inspect destination (IDE) environments to evaluate migration effects on systems, applications, and data integrity.",Demonstrate,Sec 5.1.2,4.3 ConOps,Added,
U,U,U.U.3-F6,Factory,F,System Migration,Migration Utility (Map),The 'IDE Migration Utility' shall provide a guided interface to map legacy data to IDE-hosted applications.,Demonstrate,Sec 5.1.2,4.3 ConOps,Added,
U,U,U.U.3-F7,Factory,F,System Migration,Migration Utility (Execute),The 'IDE Migration Utility' shall execute the data transfer.,Demonstrate,Sec 5.1.2,4.3 ConOps,Added,
U,U,U.U.3-F8,Factory,F,System Migration,Migration Post-Validation Checklists,The IDE shall provide post-migration validation checklists to ensure all systems and applications are functioning as expected and no data loss has occurred.,Inspection,Sec 5.1.2,4.3 ConOps,Added,
U,U,U.U.3-M1,Factory,NF,System Migration,Migration Backup,The IDE shall implement data backup procedures to ensure that authoritative data is securely backed up prior to executing the migration or upgrade.,Test,Sec 5.1.2,Model,Add - New from Modeled,ConOps GAP
3,3.1,3.1.1-N17,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the Access Control (AC) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,"Sec 2.1.2 Centralized AuthN/AuthZ, Sec 2.1.2 Service Mesh, Sec 2.3.2 AI Gateway",4.4 ConOps,Added,
3,3.1,3.1.1-N18,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the Audit & Accountability (AU) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,"Sec 2.1.2 Centralized Logging, Sec 2.3.2 AI Gateway, Sec 4.4.1 AI Gateway as PEP",4.4 ConOps,Added,
3,3.1,3.1.1-N19,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the Identification & Authentication (IA) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,Sec 2.1.2 Centralized AuthN/AuthZ,4.4 ConOps,Added,
3,3.1,3.1.1-N20,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the Configuration Management (CM) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,"Sec 2.4 The IDE Factory, Sec 2.1.2 Monitoring, Sec 4.1 Compliant-by-Default",4.4 ConOps,Added,
3,3.1,3.1.1-N21,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the Contingency Planning (CP) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,"Sec 2.1.2 Backup and Recovery, Sec 5.4.3 Disaster Recovery",4.4 ConOps,Added,
3,3.1,3.1.1-N22,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the Maintenance (MA) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,"Sec 3.3.3 Local Admin Tooling, Sec 5.2.2 Platform Patching",4.4 ConOps,Added,
3,3.1,3.1.1-N23,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the Media Protection (MP) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,Sec 5.5 Scenario 4: Day X Decommissioning,4.4 ConOps,Added,
3,3.1,3.1.1-N24,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the System & Communications Protection (SC) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,"Sec 2.1.2 Service Mesh, Sec 2.1.2 Centralized Secrets Management",4.4 ConOps,Added,
3,3.1,3.1.1-N25,SP,NF,Secure Platform Services,NIST Compliance,The IDE shall implement the system-level controls for the System & Information Integrity (SI) family as specified by the target baseline (NIST 800-171 or 800-53 Moderate).,Analysis,"Sec 2.1.2 Monitoring, Sec 2.2 Software Factory (SWF), Sec 4.4.2 Agent-Generated Code",4.4 ConOps,Added,
3,3.1,3.1.1-N26,SP,NF,Secure Platform Services,NIST Compliance,"The IDE shall provide the technical capabilities and compliance artifacts to enable the Assessment, Authorization, and Monitoring (CA) family, as specified by the target baseline (NIST 800-171 or 800-53 Moderate).",Analysis,"Sec 3.3.3 Local Admin Tooling, Sec 4.3.1 Inheritance Package, Sec 2.4.1 Package Content",4.4 ConOps,Added,"L4s detailing the provisioning of the Sec 3.3.3 dashboards (e.g., Local Security Dashboard) and the generation of the Sec 4.3.1 inheritance package (e.g., SBOM, scan results, control mappings)."
3,3.1,3.1.1-N27,SP,NF,Secure Platform Services,NIST Compliance,"The IDE shall provide the technical capabilities and response procedures to support the Incident Response (IR) family, as specified by the target baseline (NIST 800-171 or 800-53 Moderate).",Analysis,"ec 3.4 IR Shared Responsibility, Sec 3.3.3 Local Admin Tooling, Sec 5.4.1 & 5.4.2",4.4 ConOps,Added,"L4s detailing the tools the IDE provides to the customer (e.g., Sec 3.3.3 dashboards, Sec 5.4.2 log access) and the process the IDE team is responsible for (e.g., Sec 3.4.2 and Sec 5.4.1 IDE-led platform patching)."
3,3.1,3.1.1-N28,SP,NF,Secure Platform Services,NIST Compliance,"The IDE shall provide the validated packages and administrative tools to support the Maintenance (MA) family, as specified by the target baseline (NIST 800-171 or 800-53 Moderate).",Analysis,"Sec 2.4 IDE Factory, Sec 3.1 SRM, Sec 5.2.2 Platform Patching",4.4 ConOps,Added,"L4s detailing the IDE's responsibility to create and deliver patches (per Sec 3.1 SRM and Sec 5.2.2) and the tools it provides to the customer to apply them (e.g., the upgrade.sh script, Sec 5.2.2)."
